schoolId,prefectureId,year,nationalBest,regionalBest
3424,16,2014,,8
5135,16,2014,,8
1217,16,2014,,8
2936,16,2013,64,1
15,16,2013,,2
5143,16,2013,,4
3778,16,2013,,4
596,16,2013,,8
763,16,2013,,8
2198,16,2013,,8
3424,16,2013,,8
1021,17,2017,32,1
4166,17,2017,,2
4901,17,2017,,4
747,17,2017,,4
463,17,2017,,8
1402,17,2017,,8
2275,17,2017,,8
1421,17,2017,,8
1421,17,2016,16,1
1021,17,2016,,2
4166,17,2016,,4
463,17,2016,,4
784,17,2016,,8
2196,17,2016,,8
747,17,2016,,8
4094,17,2016,,8
747,17,2015,32,1
1421,17,2015,,2
463,17,2015,,4
4646,17,2015,,4
1021,17,2015,,8
1076,17,2015,,8
4513,17,2015,,8
1573,17,2015,,8
4166,17,2014,2,1
4901,17,2014,,2
2613,17,2014,,4
1421,17,2014,,4
463,17,2014,,8
1402,17,2014,,8
4646,17,2014,,8
3217,17,2014,,8
4166,17,2013,32,1
4901,17,2013,,2
1076,17,2013,,4
747,17,2013,,4
3217,17,2013,,8
2613,17,2013,,8
3321,17,2013,,8
463,17,2013,,8
3702,27,2017,32,1
248,27,2017,,2
3058,27,2017,,4
5013,27,2017,,4
850,27,2017,,8
2598,27,2017,,8
1081,27,2017,,8
2713,27,2017,,8
248,27,2016,64,1
952,27,2016,,2
5056,27,2016,,4
2289,27,2016,,4
3058,27,2016,,8
2073,27,2016,,8
3618,27,2016,,8
1091,27,2016,,8
3440,27,2015,64,1
248,27,2015,,2
850,27,2015,,4
1306,27,2015,,4
748,27,2015,,8
1081,27,2015,,8
632,27,2015,,8
3380,27,2015,,8
248,27,2014,16,1
632,27,2014,,2
1081,27,2014,,4
2835,27,2014,,4
3532,27,2014,,8
2289,27,2014,,8
3440,27,2014,,8
3702,27,2014,,8
3702,27,2013,32,1
397,27,2013,,2
248,27,2013,,4
1598,27,2013,,4
780,27,2013,,8
5013,27,2013,,8
3532,27,2013,,8
2289,27,2013,,8
2077,25,2017,32,1
3299,25,2017,,2
728,25,2017,,4
4954,25,2017,,4
4763,25,2017,,8
1364,25,2017,,8
2534,25,2017,,8
3092,25,2017,,8
291,25,2016,64,1
1034,25,2016,,2
4055,25,2016,,4
1364,25,2016,,4
4130,25,2016,,8
4703,25,2016,,8
3092,25,2016,,8
444,25,2016,,8
3268,25,2015,16,1
4055,25,2015,,2
4306,25,2015,,4
1474,25,2015,,4
1372,25,2015,,8
1364,25,2015,,8
1660,25,2015,,8
291,25,2015,,8
3299,25,2014,64,1
805,25,2014,,2
3092,25,2014,,4
1757,25,2014,,4
728,25,2014,,8
1474,25,2014,,8
2534,25,2014,,8
3929,25,2014,,8
1034,25,2013,64,1
3268,25,2013,,2
4703,25,2013,,4
291,25,2013,,4
4055,25,2013,,8
4385,25,2013,,8
419,25,2013,,8
3299,25,2013,,8
1142,24,2017,16,1
3028,24,2017,,2
1703,24,2017,,4
158,24,2017,,4
517,24,2017,,8
1649,24,2017,,8
3424,24,2017,,8
4922,24,2017,,8
1703,24,2016,16,1
2510,24,2016,,2
113,24,2016,,4
4211,24,2016,,4
3663,24,2016,,8
1479,24,2016,,8
3680,24,2016,,8
144,24,2016,,8
4532,24,2015,32,1
1649,24,2015,,2
919,24,2015,,4
3028,24,2015,,4
1269,24,2015,,8
2641,24,2015,,8
4922,24,2015,,8
1142,24,2015,,8
1142,24,2014,1,1
2641,24,2014,,2
1703,24,2014,,4
1244,24,2014,,4
158,24,2014,,8
3934,24,2014,,8
1649,24,2014,,8
184,24,2014,,8
1142,24,2013,16,1
1703,24,2013,,2
4211,24,2013,,4
377,24,2013,,4
1244,24,2013,,8
1534,24,2013,,8
3055,24,2013,,8
113,24,2013,,8
4357,26,2017,16,1
2080,26,2017,,2
1063,26,2017,,4
2863,26,2017,,4
1958,26,2017,,8
3615,26,2017,,8
796,26,2017,,8
5018,26,2017,,8
3823,26,2016,64,1
2080,26,2016,,2
361,26,2016,,4
1127,26,2016,,4
796,26,2016,,8
4357,26,2016,,8
3348,26,2016,,8
1063,26,2016,,8
2863,26,2015,32,1
2080,26,2015,,2
4357,26,2015,,4
439,26,2015,,4
3699,26,2015,,8
3008,26,2015,,8
3371,26,2015,,8
1063,26,2015,,8
4357,26,2014,64,1
2335,26,2014,,2
5018,26,2014,,4
361,26,2014,,4
2080,26,2014,,8
1958,26,2014,,8
3474,26,2014,,8
2722,26,2014,,8
129,26,2013,32,1
2810,26,2013,,2
1063,26,2013,,4
3615,26,2013,,4
5161,26,2013,,8
2080,26,2013,,8
3823,26,2013,,8
3234,26,2013,,8
4769,28,2017,4,1
1981,28,2017,,2
3923,28,2017,,4
1644,28,2017,,4
2541,28,2017,,8
1755,28,2017,,8
3186,28,2017,,8
1329,28,2017,,8
1644,28,2016,32,1
4769,28,2016,,2
4837,28,2016,,4
1981,28,2016,,4
4237,28,2016,,8
3209,28,2016,,8
4948,28,2016,,8
1020,28,2016,,8
4769,28,2015,64,1
1198,28,2015,,2
4948,28,2015,,4
4810,28,2015,,4
1329,28,2015,,8
1755,28,2015,,8
4331,28,2015,,8
4546,28,2015,,8
1644,28,2014,64,1
4769,28,2014,,2
4810,28,2014,,4
1198,28,2014,,4
1577,28,2014,,8
1981,28,2014,,8
3601,28,2014,,8
2541,28,2014,,8
3376,28,2013,64,1
1981,28,2013,,2
4237,28,2013,,4
1198,28,2013,,4
523,28,2013,,8
1644,28,2013,,8
3174,28,2013,,8
1020,28,2013,,8
1884,29,2017,32,1
998,29,2017,,2
4404,29,2017,,4
5113,29,2017,,4
2226,29,2017,,8
3082,29,2017,,8
4149,29,2017,,8
1187,29,2017,,8
4404,29,2016,32,1
4034,29,2016,,2
432,29,2016,,4
5113,29,2016,,4
1360,29,2016,,8
4142,29,2016,,8
3081,29,2016,,8
1884,29,2016,,8
1884,29,2015,64,1
3890,29,2015,,2
4034,29,2015,,4
2226,29,2015,,4
2786,29,2015,,8
4404,29,2015,,8
2589,29,2015,,8
998,29,2015,,8
4404,29,2014,64,1
1884,29,2014,,2
998,29,2014,,4
3890,29,2014,,4
4034,29,2014,,8
1510,29,2014,,8
1756,29,2014,,8
2993,29,2014,,8
4034,29,2013,64,1
3081,29,2013,,2
5113,29,2013,,4
2779,29,2013,,4
1037,29,2013,,8
2589,29,2013,,8
4263,29,2013,,8
59,29,2013,,8
3166,33,2017,64,1
4022,33,2017,,2
1557,33,2017,,4
2294,33,2017,,4
3059,33,2017,,8
811,33,2017,,8
4377,33,2017,,8
1676,33,2017,,8
4390,33,2016,32,1
3166,33,2016,,2
1676,33,2016,,4
2964,33,2016,,4
2213,33,2016,,8
2294,33,2016,,8
1557,33,2016,,8
4022,33,2016,,8
2964,33,2015,32,1
1676,33,2015,,2
4390,33,2015,,4
578,33,2015,,4
1694,33,2015,,8
1612,33,2015,,8
2213,33,2015,,8
982,33,2015,,8
2294,33,2014,16,1
2964,33,2014,,2
1694,33,2014,,4
4022,33,2014,,4
1557,33,2014,,8
2213,33,2014,,8
4377,33,2014,,8
578,33,2014,,8
2964,33,2013,64,1
2294,33,2013,,2
1557,33,2013,,4
1694,33,2013,,4
4033,33,2013,,8
85,33,2013,,8
3166,33,2013,,8
1676,33,2013,,8
3412,34,2017,64,1
1480,34,2017,,2
2227,34,2017,,4
1016,34,2017,,4
905,34,2017,,8
3866,34,2017,,8
3795,34,2017,,8
28,34,2017,,8
2419,34,2016,64,1
905,34,2016,,2
2227,34,2016,,4
3412,34,2016,,4
1480,34,2016,,8
3866,34,2016,,8
1964,34,2016,,8
1016,34,2016,,8
3866,34,2015,32,1
5075,34,2015,,2
4396,34,2015,,4
2227,34,2015,,4
905,34,2015,,8
1428,34,2015,,8
3053,34,2015,,8
2392,34,2015,,8
3412,34,2014,64,1
2227,34,2014,,2
5075,34,2014,,4
4890,34,2014,,4
1428,34,2014,,8
3866,34,2014,,8
815,34,2014,,8
1016,34,2014,,8
3866,34,2013,64,1
905,34,2013,,2
3412,34,2013,,4
2422,34,2013,,4
5075,34,2013,,8
2392,34,2013,,8
1016,34,2013,,8
4535,34,2013,,8
1996,31,2017,64,1
1623,31,2017,,2
2241,31,2017,,4
695,31,2017,,4
1928,31,2017,,8
3567,31,2017,,8
3818,31,2017,,8
2572,31,2017,,8
1623,31,2016,32,1
2950,31,2016,,2
842,31,2016,,4
1996,31,2016,,4
695,31,2016,,8
2572,31,2016,,8
2241,31,2016,,8
4839,31,2016,,8
3567,31,2015,64,1
1623,31,2015,,2
2950,31,2015,,4
842,31,2015,,4
2572,31,2015,,8
5126,31,2015,,8
4839,31,2015,,8
5141,31,2015,,8
2241,31,2014,32,1
2572,31,2014,,2
695,31,2014,,4
842,31,2014,,4
1623,31,2014,,8
3359,31,2014,,8
1928,31,2014,,8
3567,31,2014,,8
2950,31,2013,64,1
2241,31,2013,,2
773,31,2013,,4
695,31,2013,,4
1448,31,2013,,8
842,31,2013,,8
1262,31,2013,,8
794,31,2013,,8
1198,30,2017,2,1
4392,30,2017,,2
3190,30,2017,,4
4422,30,2017,,4
5106,30,2017,,8
838,30,2017,,8
4183,30,2017,,8
1559,30,2017,,8
4392,30,2016,16,1
1375,30,2016,,2
2944,30,2016,,4
4146,30,2016,,4
3190,30,2016,,8
838,30,2016,,8
4633,30,2016,,8
1449,30,2016,,8
4392,30,2015,32,1
1314,30,2015,,2
3181,30,2015,,4
4146,30,2015,,4
4428,30,2015,,8
838,30,2015,,8
1375,30,2015,,8
1559,30,2015,,8
4146,30,2014,64,1
4392,30,2014,,2
3190,30,2014,,4
1314,30,2014,,4
1559,30,2014,,8
838,30,2014,,8
1375,30,2014,,8
4633,30,2014,,8
2601,30,2013,32,1
4392,30,2013,,2
1375,30,2013,,4
3155,30,2013,,4
1179,30,2013,,8
4146,30,2013,,8
979,30,2013,,8
1581,30,2013,,8
4433,32,2017,32,1
1002,32,2017,,2
2460,32,2017,,4
4459,32,2017,,4
3332,32,2017,,8
4272,32,2017,,8
4294,32,2017,,8
3616,32,2017,,8
4272,32,2016,64,1
1002,32,2016,,2
5150,32,2016,,4
1397,32,2016,,4
308,32,2016,,8
4433,32,2016,,8
4459,32,2016,,8
20,32,2016,,8
1229,32,2015,32,1
4433,32,2015,,2
1002,32,2015,,4
4459,32,2015,,4
4272,32,2015,,8
874,32,2015,,8
2823,32,2015,,8
2460,32,2015,,8
308,32,2014,64,1
3332,32,2014,,2
14,32,2014,,4
1002,32,2014,,4
2460,32,2014,,8
2283,32,2014,,8
2019,32,2014,,8
4906,32,2014,,8
4294,32,2013,64,1
4272,32,2013,,2
2948,32,2013,,4
308,32,2013,,4
20,32,2013,,8
1002,32,2013,,8
1229,32,2013,,8
4469,32,2013,,8
2021,38,2017,64,1
4693,38,2017,,2
2060,38,2017,,4
2164,38,2017,,4
4770,38,2017,,8
3596,38,2017,,8
1608,38,2017,,8
3527,38,2017,,8
2248,38,2016,8,1
2021,38,2016,,2
2060,38,2016,,4
3596,38,2016,,4
4811,38,2016,,8
4959,38,2016,,8
5229,38,2016,,8
3590,38,2016,,8
2248,38,2015,64,1
4811,38,2015,,2
4959,38,2015,,4
3527,38,2015,,4
2021,38,2015,,8
644,38,2015,,8
3903,38,2015,,8
3590,38,2015,,8
2248,38,2014,32,1
2021,38,2014,,2
2060,38,2014,,4
1277,38,2014,,4
3596,38,2014,,8
3880,38,2014,,8
5229,38,2014,,8
3527,38,2014,,8
2248,38,2013,8,1
2164,38,2013,,2
2021,38,2013,,4
2060,38,2013,,4
3108,38,2013,,8
3590,38,2013,,8
1277,38,2013,,8
3880,38,2013,,8
1653,35,2017,8,1
2486,35,2017,,2
4196,35,2017,,4
5104,35,2017,,4
2025,35,2017,,8
1848,35,2017,,8
2591,35,2017,,8
1942,35,2017,,8
2591,35,2016,32,1
1848,35,2016,,2
5104,35,2016,,4
2544,35,2016,,4
3612,35,2016,,8
3309,35,2016,,8
4196,35,2016,,8
341,35,2016,,8
1005,35,2015,64,1
2486,35,2015,,2
341,35,2015,,4
1848,35,2015,,4
1942,35,2015,,8
4082,35,2015,,8
29,35,2015,,8
4167,35,2015,,8
2905,35,2014,64,1
5104,35,2014,,2
2591,35,2014,,4
1936,35,2014,,4
1942,35,2014,,8
2544,35,2014,,8
2563,35,2014,,8
2708,35,2014,,8
4196,35,2013,32,1
2591,35,2013,,2
341,35,2013,,4
3152,35,2013,,4
729,35,2013,,8
2486,35,2013,,8
3612,35,2013,,8
1848,35,2013,,8
1374,37,2017,16,1
726,37,2017,,2
3171,37,2017,,4
2135,37,2017,,4
2894,37,2017,,8
4176,37,2017,,8
433,37,2017,,8
1658,37,2017,,8
3171,37,2016,32,1
703,37,2016,,2
1632,37,2016,,4
3265,37,2016,,4
1747,37,2016,,8
4176,37,2016,,8
3021,37,2016,,8
828,37,2016,,8
4579,37,2015,64,1
5140,37,2015,,2
5040,37,2015,,4
581,37,2015,,4
3265,37,2015,,8
3813,37,2015,,8
2269,37,2015,,8
2135,37,2015,,8
5140,37,2014,64,1
581,37,2014,,2
3813,37,2014,,4
1632,37,2014,,4
4789,37,2014,,8
809,37,2014,,8
703,37,2014,,8
1801,37,2014,,8
1374,37,2013,16,1
4579,37,2013,,2
2135,37,2013,,4
3171,37,2013,,4
3021,37,2013,,8
1459,37,2013,,8
1632,37,2013,,8
3284,37,2013,,8
4260,36,2017,32,1
4628,36,2017,,2
3947,36,2017,,4
4264,36,2017,,4
2703,36,2017,,8
3179,36,2017,,8
498,36,2017,,8
2804,36,2017,,8
4260,36,2016,4,1
233,36,2016,,2
351,36,2016,,4
3660,36,2016,,4
108,36,2016,,8
4287,36,2016,,8
3122,36,2016,,8
498,36,2016,,8
4260,36,2015,64,1
498,36,2015,,2
5219,36,2015,,4
3122,36,2015,,4
4264,36,2015,,8
3660,36,2015,,8
351,36,2015,,8
2787,36,2015,,8
4260,36,2014,32,1
498,36,2014,,2
351,36,2014,,4
3660,36,2014,,4
4628,36,2014,,8
3122,36,2014,,8
2804,36,2014,,8
4264,36,2014,,8
4260,36,2013,8,1
498,36,2013,,2
233,36,2013,,4
351,36,2013,,4
2703,36,2013,,8
360,36,2013,,8
4264,36,2013,,8
3179,36,2013,,8
3822,39,2017,64,1
3330,39,2017,,2
2093,39,2017,,4
2205,39,2017,,4
1838,39,2017,,8
1230,39,2017,,8
2400,39,2017,,8
3334,39,2017,,8
3182,39,2016,64,1
3334,39,2016,,2
2102,39,2016,,4
3512,39,2016,,4
1195,39,2016,,8
2037,39,2016,,8
1496,39,2016,,8
3293,39,2016,,8
3182,39,2015,8,1
3185,39,2015,,2
3887,39,2015,,4
4867,39,2015,,4
1222,39,2015,,8
399,39,2015,,8
4702,39,2015,,8
3822,39,2015,,8
3182,39,2014,64,1
1232,39,2014,,2
3822,39,2014,,4
1195,39,2014,,4
1230,39,2014,,8
2205,39,2014,,8
4755,39,2014,,8
4168,39,2014,,8
1195,39,2013,32,1
2332,39,2013,,2
5192,39,2013,,4
4336,39,2013,,4
3334,39,2013,,8
8,39,2013,,8
3185,39,2013,,8
1496,39,2013,,8
2154,40,2017,64,1
4644,40,2017,,2
3142,40,2017,,4
2616,40,2017,,4
3544,40,2017,,8
1478,40,2017,,8
1193,40,2017,,8
3738,40,2017,,8
1478,40,2016,32,1
3195,40,2016,,2
4031,40,2016,,4
4548,40,2016,,4
3503,40,2016,,8
3544,40,2016,,8
5021,40,2016,,8
3451,40,2016,,8
4031,40,2015,32,1
1478,40,2015,,2
2873,40,2015,,4
3195,40,2015,,4
3935,40,2015,,8
2616,40,2015,,8
4649,40,2015,,8
1330,40,2015,,8
3544,40,2014,64,1
2616,40,2014,,2
3195,40,2014,,4
3738,40,2014,,4
3148,40,2014,,8
2154,40,2014,,8
4031,40,2014,,8
774,40,2014,,8
2951,40,2013,32,1
2154,40,2013,,2
2616,40,2013,,4
5021,40,2013,,4
3037,40,2013,,8
1478,40,2013,,8
774,40,2013,,8
4548,40,2013,,8
3706,41,2017,64,1
1796,41,2017,,2
4495,41,2017,,4
4741,41,2017,,4
494,41,2017,,8
3613,41,2017,,8
4786,41,2017,,8
2691,41,2017,,8
3167,41,2016,64,1
5105,41,2016,,2
1796,41,2016,,4
494,41,2016,,4
3706,41,2016,,8
648,41,2016,,8
4741,41,2016,,8
5138,41,2016,,8
494,41,2015,32,1
5138,41,2015,,2
3167,41,2015,,4
957,41,2015,,4
5105,41,2015,,8
611,41,2015,,8
3706,41,2015,,8
3577,41,2015,,8
5138,41,2014,32,1
494,41,2014,,2
3167,41,2014,,4
4786,41,2014,,4
4084,41,2014,,8
228,41,2014,,8
3706,41,2014,,8
611,41,2014,,8
957,41,2013,64,1
4741,41,2013,,2
5138,41,2013,,4
494,41,2013,,4
2691,41,2013,,8
3681,41,2013,,8
301,41,2013,,8
4495,41,2013,,8
2989,42,2017,32,1
1967,42,2017,,2
1125,42,2017,,4
171,42,2017,,4
4321,42,2017,,8
2418,42,2017,,8
1994,42,2017,,8
873,42,2017,,8
2989,42,2016,4,1
1967,42,2016,,2
769,42,2016,,4
1125,42,2016,,4
112,42,2016,,8
983,42,2016,,8
1765,42,2016,,8
370,42,2016,,8
1967,42,2015,32,1
1125,42,2015,,2
873,42,2015,,4
3653,42,2015,,4
2416,42,2015,,8
2650,42,2015,,8
1994,42,2015,,8
2885,42,2015,,8
1765,42,2014,16,1
1125,42,2014,,2
5022,42,2014,,4
370,42,2014,,4
2650,42,2014,,8
1967,42,2014,,8
4730,42,2014,,8
2621,42,2014,,8
370,42,2013,32,1
1125,42,2013,,2
3797,42,2013,,4
2621,42,2013,,4
5022,42,2013,,8
570,42,2013,,8
2989,42,2013,,8
983,42,2013,,8
3553,45,2017,8,1
848,45,2017,,2
3858,45,2017,,4
4614,45,2017,,4
518,45,2017,,8
1137,45,2017,,8
3975,45,2017,,8
4035,45,2017,,8
4035,45,2016,64,1
3696,45,2016,,2
1761,45,2016,,4
232,45,2016,,4
4292,45,2016,,8
4617,45,2016,,8
368,45,2016,,8
3553,45,2016,,8
3553,45,2015,64,1
848,45,2015,,2
4614,45,2015,,4
4330,45,2015,,4
1813,45,2015,,8
755,45,2015,,8
3194,45,2015,,8
3696,45,2015,,8
4035,45,2014,64,1
3553,45,2014,,2
4330,45,2014,,4
3194,45,2014,,4
848,45,2014,,8
4734,45,2014,,8
232,45,2014,,8
1340,45,2014,,8
848,45,2013,64,1
3194,45,2013,,2
4035,45,2013,,4
3553,45,2013,,4
4574,45,2013,,8
1225,45,2013,,8
4614,45,2013,,8
3696,45,2013,,8
4351,44,2017,32,1
4476,44,2017,,2
3759,44,2017,,4
4485,44,2017,,4
5179,44,2017,,8
350,44,2017,,8
4632,44,2017,,8
448,44,2017,,8
92,44,2016,16,1
3588,44,2016,,2
1139,44,2016,,4
2994,44,2016,,4
766,44,2016,,8
3745,44,2016,,8
4485,44,2016,,8
448,44,2016,,8
4485,44,2015,64,1
4632,44,2015,,2
3759,44,2015,,4
4351,44,2015,,4
3798,44,2015,,8
3588,44,2015,,8
3191,44,2015,,8
73,44,2015,,8
92,44,2014,64,1
901,44,2014,,2
4485,44,2014,,4
3480,44,2014,,4
3745,44,2014,,8
1139,44,2014,,8
3920,44,2014,,8
3355,44,2014,,8
3191,44,2013,4,1
4351,44,2013,,2
3588,44,2013,,4
92,44,2013,,4
1139,44,2013,,8
3798,44,2013,,8
448,44,2013,,8
350,44,2013,,8
1610,43,2017,16,1
3960,43,2017,,2
4834,43,2017,,4
802,43,2017,,4
4036,43,2017,,8
4424,43,2017,,8
4676,43,2017,,8
2061,43,2017,,8
802,43,2016,32,1
4676,43,2016,,2
2209,43,2016,,4
91,43,2016,,4
2728,43,2016,,8
3307,43,2016,,8
1610,43,2016,,8
4733,43,2016,,8
4676,43,2015,32,1
2061,43,2015,,2
1610,43,2015,,4
2258,43,2015,,4
2926,43,2015,,8
2555,43,2015,,8
4489,43,2015,,8
2812,43,2015,,8
4834,43,2014,32,1
1610,43,2014,,2
2376,43,2014,,4
2926,43,2014,,4
4676,43,2014,,8
91,43,2014,,8
2258,43,2014,,8
4424,43,2014,,8
802,43,2013,32,1
4676,43,2013,,2
2258,43,2013,,4
5163,43,2013,,4
1610,43,2013,,8
4834,43,2013,,8
2926,43,2013,,8
1333,43,2013,,8
294,46,2017,64,1
3370,46,2017,,2
5074,46,2017,,4
3799,46,2017,,4
4100,46,2017,,8
1048,46,2017,,8
3826,46,2017,,8
2878,46,2017,,8
2578,46,2016,16,1
2753,46,2016,,2
827,46,2016,,4
430,46,2016,,4
744,46,2016,,8
1000,46,2016,,8
3826,46,2016,,8
484,46,2016,,8
294,46,2015,8,1
3799,46,2015,,2
4100,46,2015,,4
579,46,2015,,4
3521,46,2015,,8
3888,46,2015,,8
1073,46,2015,,8
2160,46,2015,,8
4100,46,2014,8,1
3799,46,2014,,2
1048,46,2014,,4
3826,46,2014,,4
2578,46,2014,,8
2753,46,2014,,8
2160,46,2014,,8
2311,46,2014,,8
4100,46,2013,32,1
2753,46,2013,,2
1856,46,2013,,2
3888,46,2013,,4
3799,46,2013,,8
3434,46,2013,,8
1048,46,2013,,8
1550,46,2013,,8
